id,bank_org,address,coords,exchange_rates
3051203272258166053,Альфа Банк,"г. Минск, ул. Притыцкого, 97-473","53.906366913146,27.438174826672","[{""curr_from"": ""byn"", ""curr_to"": ""usd"", ""rate"": ""2.912""}, {""curr_from"": ""usd"", ""curr_to"": ""byn"", ""rate"": ""2.85""}]"
8720576813380011372,Альфа Банк,"г. Минск, ул. Красноармейская, 36,Вход по паспорту","53.89196368324,27.579044644843","[{""curr_from"": ""byn"", ""curr_to"": ""usd"", ""rate"": ""2.912""}, {""curr_from"": ""usd"", ""curr_to"": ""byn"", ""rate"": ""2.85""}]"
-6635732394511805242,Альфа Банк,"г. Минск, Минский р-н, д.Цна, ул.Юбилейная, 4,(BMW)","53.972269472729,27.58902965575","[{""curr_from"": ""byn"", ""curr_to"": ""usd"", ""rate"": ""2.912""}, {""curr_from"": ""usd"", ""curr_to"": ""byn"", ""rate"": ""2.85""}]"
4553341454283493748,Альфа Банк,"г. Минск, пр. Независимости, 198","53.951294745798,27.710822250342","[{""curr_from"": ""byn"", ""curr_to"": ""usd"", ""rate"": ""2.912""}, {""curr_from"": ""usd"", ""curr_to"": ""byn"", ""rate"": ""2.85""}]"
9077131277274841795,Альфа Банк,"г. Минск, П. Мстиславца, 9","53.932819934219,27.649750161377","[{""curr_from"": ""byn"", ""curr_to"": ""usd"", ""rate"": ""2.912""}, {""curr_from"": ""usd"", ""curr_to"": ""byn"", ""rate"": ""2.85""}]"
5187461806865349024,Альфа Банк,"г. Минск, ул. Нестерова, 49","53.883782635365,27.681458362333","[{""curr_from"": ""byn"", ""curr_to"": ""usd"", ""rate"": ""2.912""}, {""curr_from"": ""usd"", ""curr_to"": ""byn"", ""rate"": ""2.85""}]"
7580218406416793003,Альфа Банк,"г. Минск, ул. Космонавтов, 28","53.849923996002,27.455681368477","[{""curr_from"": ""byn"", ""curr_to"": ""usd"", ""rate"": ""2.912""}, {""curr_from"": ""usd"", ""curr_to"": ""byn"", ""rate"": ""2.85""}]"
-6976368989978840265,Альфа Банк,"г. Минск, Некрасова, 3а","53.929999558713,27.595662500243","[{""curr_from"": ""byn"", ""curr_to"": ""usd"", ""rate"": ""2.912""}, {""curr_from"": ""usd"", ""curr_to"": ""byn"", ""rate"": ""2.85""}]"
7332131927225376707,Альфа Банк,"г. Минск, ул.Скрипникова, 15а","53.891390596592,27.420875938013","[{""curr_from"": ""byn"", ""curr_to"": ""usd"", ""rate"": ""2.912""}, {""curr_from"": ""usd"", ""curr_to"": ""byn"", ""rate"": ""2.85""}]"
-928909542316097839,Альфа Банк,"г. Минск, пр. Победителей, 65","53.926723178148,27.516763961452","[{""curr_from"": ""byn"", ""curr_to"": ""usd"", ""rate"": ""2.912""}, {""curr_from"": ""usd"", ""curr_to"": ""byn"", ""rate"": ""2.85""}]"
-384198207540125539,Альфа Банк,"г. Минск, ул. Рафиева, 56","53.864463411708,27.448137910441","[{""curr_from"": ""byn"", ""curr_to"": ""usd"", ""rate"": ""2.912""}, {""curr_from"": ""usd"", ""curr_to"": ""byn"", ""rate"": ""2.85""}]"
569945973485732418,Альфа Банк,"г. Минск, ул. Кульман, 5б","53.919516381249,27.580799968317","[{""curr_from"": ""byn"", ""curr_to"": ""usd"", ""rate"": ""2.912""}, {""curr_from"": ""usd"", ""curr_to"": ""byn"", ""rate"": ""2.85""}]"
-6949631559772411051,Альфа Банк,"г. Минск, ул. Жиновича.7","53.920656342866,27.448223741129","[{""curr_from"": ""byn"", ""curr_to"": ""usd"", ""rate"": ""2.912""}, {""curr_from"": ""usd"", ""curr_to"": ""byn"", ""rate"": ""2.85""}]"
2853353629254850271,Альфа Банк,"г. Минск, ул. Хмаринская, д.8,(Hyundai)","53.970690581188,27.577328633226","[{""curr_from"": ""byn"", ""curr_to"": ""usd"", ""rate"": ""2.912""}, {""curr_from"": ""usd"", ""curr_to"": ""byn"", ""rate"": ""2.85""}]"
-3919642130259858927,Альфа Банк,"г. Минск, ул. Козлова, 2","53.909922644798,27.578290893724","[{""curr_from"": ""byn"", ""curr_to"": ""usd"", ""rate"": ""2.912""}, {""curr_from"": ""usd"", ""curr_to"": ""byn"", ""rate"": ""2.85""}]"
